uuid,linkname,date_visit,atypical,duration,completion
,High Fluency/High Quality - Brachytix,19jan2023,0,0,0
,High Fluency/Low Quality - Brachytix,04feb2023,0,0,0
,Low Fluency/High Quality - Brachytix,01feb2023,0,31,.079999998
,Low Fluency/High Quality - Brachytix,27jan2023,0,0,0
,High Fluency/Low Quality - Brachytix,17jan2023,0,0,0
,Low Fluency/Low Quality - Brachytix,10feb2023,0,78,1
,Low Fluency/Low Quality - Brachytix,17jan2023,0,24,.079999998
,Low Fluency/High Quality - Brachytix,19jan2023,0,3,.079999998
,High Fluency/High Quality - Brachytix,28jan2023,0,48,.079999998
00033781ef2ff4a0ec2e5925d7433d79@brchytx.com,Low Fluency/High Quality - Brachytix,16jan2023,1,21,.079999998
000392dda592a762b395e1b7f8d45f9f@brchytx.com,Low Fluency/High Quality - Brachytix,19jan2023,0,73,.67000002
0007bb3a3fe49297fa6ae8a62cbea998@brchytx.com,Low Fluency/High Quality - Brachytix,18jan2023,0,33,1
0018f71ba5a54b555334151f4c5e2c17@brchytx.com,High Fluency/High Quality - Brachytix,20jan2023,0,28,1
0018f71ba5a54b555334151f4c5e2c17@brchytx.com,High Fluency/High Quality - Brachytix,16jan2023,1,10,.079999998
002d5cbda91b310401ca1492f0cf0346@brchytx.com,Low Fluency/High Quality - Brachytix,16jan2023,1,10,.079999998
0034f3ba6d3756cfe9255b3e5918c99b@brchytx.com,Low Fluency/Low Quality - Brachytix,16jan2023,1,23.000002,.079999998
003bf64b862a2421b1bf80335caeeba8@brchytx.com,High Fluency/Low Quality - Brachytix,17jan2023,0,118,.41999999
003c592159efa7f62917a9a1f617b686@brchytx.com,High Fluency/Low Quality - Brachytix,18jan2023,0,3,.82999998
00485b94cf9a40db5ce8129d4cab9fcb@brchytx.com,Low Fluency/High Quality - Brachytix,16jan2023,1,27.999998,.079999998
009e78be5d858e6a631a692c17cc5820@brchytx.com,Low Fluency/High Quality - Brachytix,16jan2023,0,0,0
009e78be5d858e6a631a692c17cc5820@brchytx.com,Low Fluency/High Quality - Brachytix,16jan2023,0,0,0
00a5145cde73603fbcd531f378eec562@brchytx.com,High Fluency/High Quality - Brachytix,16jan2023,1,27.999998,.079999998
00a5e827d6b6e77dc10015149df5bae0@brchytx.com,High Fluency/High Quality - Brachytix,17jan2023,0,78,1
00ace7035af0c2e7e7a809ce377ea5e5@brchytx.com,Low Fluency/High Quality - Brachytix,16jan2023,1,21,.079999998
00bc892706d58babafc769b7bd267ca7@brchytx.com,High Fluency/High Quality - Brachytix,16jan2023,1,10,.079999998
00bc892706d58babafc769b7bd267ca7@brchytx.com,High Fluency/High Quality - Brachytix,19jan2023,0,180,.82999998
00d15c9e94ba49b764db82d8574553e0@brchytx.com,High Fluency/High Quality - Brachytix,20jan2023,0,66,.92000002
00ed01064da46734848906e2df0c68e0@brchytx.com,Low Fluency/Low Quality - Brachytix,16jan2023,1,0,0
00ed01064da46734848906e2df0c68e0@brchytx.com,Low Fluency/Low Quality - Brachytix,16jan2023,1,0,0
00efd6da5a7dda60beb3add72cbc9cff@brchytx.com,High Fluency/Low Quality - Brachytix,17jan2023,0,86,.5
00f80eb11aa933a0d6deea7459c45979@brchytx.com,Low Fluency/Low Quality - Brachytix,16jan2023,1,21,.079999998
00f80eb11aa933a0d6deea7459c45979@brchytx.com,Low Fluency/Low Quality - Brachytix,17jan2023,0,114,1
00f9124b373111bedd4dcdb819948ea1@brchytx.com,Low Fluency/High Quality - Brachytix,16jan2023,1,10,.079999998
00fd1c650db506dc55a76644f71acb2a@brchytx.com,High Fluency/Low Quality - Brachytix,16jan2023,1,30,.079999998
01092258307a34a1105fc434eeaec4ce@brchytx.com,Low Fluency/High Quality - Brachytix,16jan2023,1,25,.079999998
010a6162a1c2af266aac3abc2d16d22a@brchytx.com,Low Fluency/High Quality - Brachytix,16jan2023,1,21,.079999998
014d4b6a9e58f7c90bf34170e11c83a4@brchytx.com,High Fluency/High Quality - Brachytix,18jan2023,0,39,.82999998
01512494be09b519b291b6b02bdbe650@brchytx.com,High Fluency/High Quality - Brachytix,16jan2023,1,21,.079999998
017595c250669f5f142a621b1ac42c0d@brchytx.com,High Fluency/High Quality - Brachytix,20jan2023,0,220,.57999998
017f8fe3600662ae694a7b4b8a2f7811@brchytx.com,High Fluency/Low Quality - Brachytix,19jan2023,0,149,1
018129e5c4ac2375fcbd19726020865d@brchytx.com,High Fluency/High Quality - Brachytix,19jan2023,0,48,.82999998
019494316a214fe15d9a6b2492914ded@brchytx.com,Low Fluency/High Quality - Brachytix,16jan2023,1,21,.079999998
01a1524c5fce3b4b7c707c9c71f98bad@brchytx.com,Low Fluency/Low Quality - Brachytix,19jan2023,0,98,.25
01b1da23e88abb950f382485638ddd64@brchytx.com,High Fluency/Low Quality - Brachytix,20jan2023,0,157,.57999998
01c8e311df3f004245b831985e5a93c0@brchytx.com,High Fluency/High Quality - Brachytix,20jan2023,0,178,1
01cc4347eff299fa70eef017d1313758@brchytx.com,Low Fluency/Low Quality - Brachytix,27jan2023,0,59,1
01d19f5ac0f83e31bc07bd454868b4c4@brchytx.com,High Fluency/Low Quality - Brachytix,18jan2023,0,154,.5
01d19f5ac0f83e31bc07bd454868b4c4@brchytx.com,High Fluency/Low Quality - Brachytix,16jan2023,1,23.000002,.079999998
01d28557c38a6276328efaf749452563@brchytx.com,Low Fluency/Low Quality - Brachytix,18jan2023,0,92,.17
01e5f82337ab6a6b55080d4d38bf533b@brchytx.com,High Fluency/Low Quality - Brachytix,16jan2023,1,21,.079999998
0203fea8af3321c45ddbd0196d512713@brchytx.com,Low Fluency/High Quality - Brachytix,16jan2023,1,21.999998,.079999998
0208c6938694050122ea6823e1ca6555@brchytx.com,Low Fluency/Low Quality - Brachytix,16jan2023,1,23.000002,.079999998
021be228080efa6430731963286e97d0@brchytx.com,Low Fluency/Low Quality - Brachytix,22jan2023,0,94,.67000002
021be228080efa6430731963286e97d0@brchytx.com,Low Fluency/Low Quality - Brachytix,19jan2023,0,60,.82999998
023364b2a83dd66fb4fc1445112a7904@brchytx.com,Low Fluency/Low Quality - Brachytix,16jan2023,1,21,.079999998
02340b10cb70b89b986c1903579cbbc9@brchytx.com,Low Fluency/High Quality - Brachytix,19jan2023,0,153,.5
023531ad878a0a2c1446a4ef7b54940a@brchytx.com,Low Fluency/Low Quality - Brachytix,19jan2023,0,79,.5
023c7028b278b178806556f399603ed0@brchytx.com,High Fluency/Low Quality - Brachytix,17jan2023,0,113,1
0247fe5205226201f8fcc0847450ee75@brchytx.com,High Fluency/Low Quality - Brachytix,16jan2023,1,21.999998,.079999998
0261b339cdbed8ec9f79ece6393a2b33@brchytx.com,Low Fluency/Low Quality - Brachytix,16jan2023,1,21,.079999998
026ede40686fd288d8f3a0e98899133d@brchytx.com,High Fluency/High Quality - Brachytix,19jan2023,0,50,.92000002
026ede40686fd288d8f3a0e98899133d@brchytx.com,High Fluency/High Quality - Brachytix,16jan2023,1,21,.079999998
026f7070baa07e00445cd4cd9816e951@brchytx.com,High Fluency/High Quality - Brachytix,16jan2023,1,23.000002,.079999998
027e5a9baa308903dc0f4da88b1b1abb@brchytx.com,Low Fluency/Low Quality - Brachytix,16jan2023,1,21,.079999998
0294768f021e8fb79fe83815c68bb5d7@brchytx.com,Low Fluency/Low Quality - Brachytix,16jan2023,1,24,.079999998
029a9c4b5e019f20ad2328065f89c35d@brchytx.com,Low Fluency/High Quality - Brachytix,20jan2023,0,40,.75
02b810d8f8b7fbdccdf13a21bc37cfd5@brchytx.com,High Fluency/High Quality - Brachytix,18jan2023,0,94,.75
02b810d8f8b7fbdccdf13a21bc37cfd5@brchytx.com,High Fluency/High Quality - Brachytix,28jan2023,0,86,.5
02bbdbc6873b110a8ea2bb5230cb63b7@brchytx.com,Low Fluency/High Quality - Brachytix,16jan2023,1,21,.079999998
02bbdbc6873b110a8ea2bb5230cb63b7@brchytx.com,Low Fluency/High Quality - Brachytix,16jan2023,1,12,.079999998
02cbd703ccbe883c2a23a424b0a6620c@brchytx.com,Low Fluency/High Quality - Brachytix,19jan2023,0,20,.41999999
02da658843868d453c1b22369452436b@brchytx.com,High Fluency/High Quality - Brachytix,16jan2023,1,21,.079999998
02e63cc8882e162100108122cce4d176@brchytx.com,High Fluency/Low Quality - Brachytix,16jan2023,1,21,.079999998
02f4fa4afc1f4784bd775466812f012c@brchytx.com,High Fluency/Low Quality - Brachytix,16jan2023,1,21,.079999998
03267e188ac5d50b32c751639dfdb34d@brchytx.com,Low Fluency/Low Quality - Brachytix,16jan2023,1,21,.079999998
033233a61778802b5528f67df01f387c@brchytx.com,High Fluency/High Quality - Brachytix,18jan2023,0,239,1
03526a7e1d1cb40134d46f0e858a0cea@brchytx.com,High Fluency/High Quality - Brachytix,20jan2023,0,34,.92000002
0352c7d5ea6ba81feb847c30e81dd17c@brchytx.com,High Fluency/Low Quality - Brachytix,16jan2023,1,13,.079999998
0352c7d5ea6ba81feb847c30e81dd17c@brchytx.com,High Fluency/Low Quality - Brachytix,16jan2023,1,23.000002,.079999998
03575a0ddca7d88aa464b36317a40410@brchytx.com,High Fluency/High Quality - Brachytix,16jan2023,1,10,.079999998
0368309c07f7bbb282f884440f8c019b@brchytx.com,Low Fluency/Low Quality - Brachytix,17jan2023,0,101,.67000002
036977981dadf72b9455802d8279a9b5@brchytx.com,High Fluency/High Quality - Brachytix,20jan2023,0,20,.5
037272d740560991eefeea17d7c3c131@brchytx.com,High Fluency/Low Quality - Brachytix,18jan2023,0,175,1
039d161593ee9718db5710d1f014e1f9@brchytx.com,Low Fluency/Low Quality - Brachytix,17jan2023,0,86,.75
039d161593ee9718db5710d1f014e1f9@brchytx.com,Low Fluency/Low Quality - Brachytix,16jan2023,1,21,.079999998
039f3370fa6156047565a7285269a690@brchytx.com,Low Fluency/High Quality - Brachytix,20jan2023,0,173,.5
03aea26a0a2afe54e47511254ad91ce9@brchytx.com,High Fluency/High Quality - Brachytix,17jan2023,0,18,1
03e2f5a56727d2cee981a805698608a6@brchytx.com,High Fluency/High Quality - Brachytix,19jan2023,0,179,1
041469fda2308cd278d0ff5853e7dac2@brchytx.com,Low Fluency/High Quality - Brachytix,17jan2023,0,168,.67000002
04323e353d19a41c21a1ffaf3985cf3c@brchytx.com,Low Fluency/Low Quality - Brachytix,16jan2023,1,0,0
04323e353d19a41c21a1ffaf3985cf3c@brchytx.com,Low Fluency/Low Quality - Brachytix,16jan2023,1,21.999998,.079999998
043739e905958f77ebd841113643dd55@brchytx.com,Low Fluency/High Quality - Brachytix,19jan2023,0,136,.67000002
043c9513a4a58a25d3cd1a704901fe7b@brchytx.com,High Fluency/High Quality - Brachytix,20jan2023,0,163,.75
044141dedf1fb2484d9ee241392ab6a2@brchytx.com,High Fluency/High Quality - Brachytix,18jan2023,0,137,.92000002
0472b28628319cfd5c3062cdbc1553d9@brchytx.com,High Fluency/Low Quality - Brachytix,18jan2023,0,10,.75
0472b28628319cfd5c3062cdbc1553d9@brchytx.com,High Fluency/Low Quality - Brachytix,16jan2023,1,34,.079999998
04754de3d4d6158ebe688522e512ec36@brchytx.com,Low Fluency/Low Quality - Brachytix,20jan2023,0,52,.5
0475fd45c1a25b6111942ddb226de12f@brchytx.com,High Fluency/High Quality - Brachytix,16jan2023,0,0,0
0475fd45c1a25b6111942ddb226de12f@brchytx.com,High Fluency/High Quality - Brachytix,16jan2023,0,108,1
04895124f3ca774777a46b765f2ba492@brchytx.com,Low Fluency/Low Quality - Brachytix,16jan2023,1,21,.079999998
0499486347b91b28a8ecb057faf9b240@brchytx.com,High Fluency/High Quality - Brachytix,20jan2023,0,169,.41999999
049e42cae75b2aec8fdb5bde677141d4@brchytx.com,High Fluency/Low Quality - Brachytix,19jan2023,0,65,.5
049f66255d5dc6a43f141f4272b8c165@brchytx.com,High Fluency/High Quality - Brachytix,16jan2023,1,25,.079999998
04a4f5fb4d6fab6e6fc258df804940f5@brchytx.com,High Fluency/High Quality - Brachytix,16jan2023,1,10,.079999998
04a63df1929ec377a32d7e7138f503f7@brchytx.com,High Fluency/High Quality - Brachytix,19jan2023,0,3,.67000002
04cf782a1abc2a4711349e84d77a63ac@brchytx.com,Low Fluency/High Quality - Brachytix,19jan2023,0,166,.33000001
04d68dd7b6224f06b06d299bde13f1b4@brchytx.com,Low Fluency/High Quality - Brachytix,16jan2023,0,271,.25
04d68dd7b6224f06b06d299bde13f1b4@brchytx.com,Low Fluency/High Quality - Brachytix,16jan2023,0,0,0
04d68dd7b6224f06b06d299bde13f1b4@brchytx.com,Low Fluency/High Quality - Brachytix,16jan2023,0,259,1
04f3aef4a5dfb6bc06e4c64483651a18@brchytx.com,High Fluency/Low Quality - Brachytix,18jan2023,0,64,.75
051e198420a7697e1b5e546bb5238b59@brchytx.com,High Fluency/Low Quality - Brachytix,17jan2023,0,0,.57999998
05207f3d3edfcbbed98e7e15d51a2d78@brchytx.com,High Fluency/Low Quality - Brachytix,16jan2023,1,21,.079999998
054ab57366e5ded5d1b28a5bc0d16587@brchytx.com,High Fluency/Low Quality - Brachytix,20jan2023,0,80,.67000002
0551d8b19edc7c38b5a0dd22a649af31@brchytx.com,High Fluency/Low Quality - Brachytix,20jan2023,0,114,1
0551d8b19edc7c38b5a0dd22a649af31@brchytx.com,High Fluency/Low Quality - Brachytix,16jan2023,1,10,.079999998
055423bf57ae2437a9cbf082365014eb@brchytx.com,High Fluency/Low Quality - Brachytix,17jan2023,0,142,.92000002
056d551a25f1509326067103520a3cf3@brchytx.com,High Fluency/Low Quality - Brachytix,20jan2023,0,163,.33000001
0586f2c9051d21a0ddcbadfa79fc54ec@brchytx.com,Low Fluency/Low Quality - Brachytix,16jan2023,1,10,.079999998
05b657c31a61d1ed8d7df46ecff88a9e@brchytx.com,High Fluency/High Quality - Brachytix,16jan2023,1,10,.079999998
05d6aa8a69ede5329a36f6e83f0969de@brchytx.com,Low Fluency/High Quality - Brachytix,16jan2023,1,10,.079999998
05d6d1eb3a1d604894a264c99d4388ed@brchytx.com,High Fluency/Low Quality - Brachytix,16jan2023,1,25,.079999998
05f90598029424f9376dc270392df403@brchytx.com,Low Fluency/Low Quality - Brachytix,16jan2023,1,23.000002,.079999998
05fae5eed4b145fcd11f32b122a353cd@brchytx.com,Low Fluency/Low Quality - Brachytix,18jan2023,0,37,.079999998
0623a79d28dfd515358583ca388cf3d5@brchytx.com,Low Fluency/High Quality - Brachytix,19jan2023,0,7,.57999998
0626a16580eb95343259ded0483b9a8c@brchytx.com,Low Fluency/High Quality - Brachytix,17jan2023,0,28,.75
0630063d0bcf4dec9226eb7d20a9aa79@brchytx.com,High Fluency/High Quality - Brachytix,16jan2023,1,21.999998,.079999998
0630063d0bcf4dec9226eb7d20a9aa79@brchytx.com,High Fluency/High Quality - Brachytix,16jan2023,1,10,.079999998
063640f2c40b60b6ac000b68d15f8c83@brchytx.com,High Fluency/High Quality - Brachytix,17jan2023,0,211,.41999999
06676463d76402976ef527b948c54fc1@brchytx.com,High Fluency/High Quality - Brachytix,16jan2023,1,21,.079999998
067420e26bed203299d36c65680d7a98@brchytx.com,High Fluency/Low Quality - Brachytix,17jan2023,0,82,.57999998
0682e73d92a2c45f72162850e65036d9@brchytx.com,Low Fluency/High Quality - Brachytix,16jan2023,1,21,.079999998
06a44f21e4ac4a34b6ade1130dffcb9a@brchytx.com,High Fluency/Low Quality - Brachytix,19jan2023,0,3,.75
06a6ebc0fae19b01248b34a025dd57a6@brchytx.com,High Fluency/High Quality - Brachytix,16jan2023,1,21,.079999998
06a9c90903816676092019d496832776@brchytx.com,Low Fluency/High Quality - Brachytix,17jan2023,0,164,.82999998
070af88a99f61b55a9172029f37c65fb@brchytx.com,Low Fluency/Low Quality - Brachytix,16jan2023,1,21.999998,.079999998
070af88a99f61b55a9172029f37c65fb@brchytx.com,Low Fluency/Low Quality - Brachytix,20jan2023,0,81,.33000001
0722b34ea0f24a24dcaf94906af9b8d5@brchytx.com,Low Fluency/High Quality - Brachytix,18jan2023,0,153,.57999998
0728be379f55c58a0f6fe0438b467a72@brchytx.com,High Fluency/Low Quality - Brachytix,16jan2023,1,21,.079999998
076f8ae68dce7d21aac447d3dc4b6ae3@brchytx.com,High Fluency/High Quality - Brachytix,16jan2023,1,10.999999,.079999998
0779f01a4bbaab0b15e98457feb9b6ea@brchytx.com,High Fluency/Low Quality - Brachytix,16jan2023,1,23.000002,.079999998
07a13b6e57518079d5cfbcbbf3cd98e8@brchytx.com,High Fluency/Low Quality - Brachytix,16jan2023,1,0,0
07b9c84e6aa00fd3e80aa501f054b5b0@brchytx.com,High Fluency/High Quality - Brachytix,20jan2023,0,5,1
07c07cc91211e998a4120fbc89f854aa@brchytx.com,High Fluency/High Quality - Brachytix,19jan2023,0,121,.41999999
07d6da9f7a34354b70439542f59e1811@brchytx.com,Low Fluency/High Quality - Brachytix,20jan2023,0,5,.5
07f20f11a78a12c0a9d7593d032b51ec@brchytx.com,Low Fluency/High Quality - Brachytix,16jan2023,1,10,.079999998
080dbe85b51b2a9fe1df0a5f9c4ca3a4@brchytx.com,High Fluency/Low Quality - Brachytix,18jan2023,0,129,.41999999
08138f4e20b7b81915a062c928e13b5c@brchytx.com,High Fluency/Low Quality - Brachytix,16jan2023,1,21.999998,.079999998
0818e2ad6626bdd97d77ab80b31a65aa@brchytx.com,High Fluency/High Quality - Brachytix,20jan2023,0,227,.92000002
082de49a62a681fb2b9e6faed98a2ac3@brchytx.com,Low Fluency/High Quality - Brachytix,19jan2023,0,7,.5
0834c5f9bc1b7df85bbd2c924bab57ea@brchytx.com,Low Fluency/High Quality - Brachytix,16jan2023,1,21.999998,.079999998
084785157ae5e591be6f91d2b226efed@brchytx.com,Low Fluency/High Quality - Brachytix,18jan2023,0,81,.41999999
08696457112735463295880de9cc0f69@brchytx.com,High Fluency/Low Quality - Brachytix,16jan2023,1,21,.079999998
086c7b03bab265b0dc2af250061f84d9@brchytx.com,Low Fluency/Low Quality - Brachytix,17jan2023,0,93,.92000002
0872a0c85e3e7cc8c93f27c97912336e@brchytx.com,High Fluency/High Quality - Brachytix,16jan2023,1,21,.079999998
088ac537153044b2341914140b2066f2@brchytx.com,Low Fluency/Low Quality - Brachytix,19jan2023,0,108,1
089320686bd04cf81758117ea304da3e@brchytx.com,Low Fluency/Low Quality - Brachytix,16jan2023,1,34,.079999998
08949969f87b5fd860a3b066c681719a@brchytx.com,High Fluency/High Quality - Brachytix,16jan2023,1,10,.079999998
08975ee729ba66a6d38ba5a9dcb6032b@brchytx.com,High Fluency/High Quality - Brachytix,17jan2023,0,152,.33000001
08975ee729ba66a6d38ba5a9dcb6032b@brchytx.com,High Fluency/High Quality - Brachytix,16jan2023,1,0,0
08a37094f763454f69bda5e5c5f880f2@brchytx.com,High Fluency/High Quality - Brachytix,18jan2023,0,14,1
08b48211a96844266b8bdd61b7a69494@brchytx.com,Low Fluency/Low Quality - Brachytix,19jan2023,0,58,.67000002
08c0005866363693febe429932b655d3@brchytx.com,Low Fluency/High Quality - Brachytix,19jan2023,0,175,1
08db5fb9af1c972d9ce09218b39663d4@brchytx.com,Low Fluency/Low Quality - Brachytix,18jan2023,0,0,.5
08eb60fda3f3707713b8549985c24426@brchytx.com,Low Fluency/Low Quality - Brachytix,16jan2023,1,0,0
08eb60fda3f3707713b8549985c24426@brchytx.com,Low Fluency/Low Quality - Brachytix,16jan2023,1,0,0
08f5c22506c805c652659ef6dcc71e5d@brchytx.com,High Fluency/Low Quality - Brachytix,17jan2023,0,74,1
08f5c22506c805c652659ef6dcc71e5d@brchytx.com,High Fluency/Low Quality - Brachytix,16jan2023,1,21,.079999998
090163b295306ead9469251af55039d3@brchytx.com,Low Fluency/High Quality - Brachytix,18jan2023,0,158,.82999998
091ddf70229fbc99e5b6cf7149a83ffd@brchytx.com,High Fluency/High Quality - Brachytix,20jan2023,0,117,1
091e96154e9f54ba3fc00912aef7f971@brchytx.com,High Fluency/Low Quality - Brachytix,17jan2023,1,21,.079999998
0924eb01de6e5182905a90fba4d09265@brchytx.com,Low Fluency/Low Quality - Brachytix,19jan2023,0,114,.25
0924eb01de6e5182905a90fba4d09265@brchytx.com,Low Fluency/Low Quality - Brachytix,16jan2023,1,23.000002,.079999998
092aa725d834c09b9feab15eb0842fc5@brchytx.com,High Fluency/Low Quality - Brachytix,16jan2023,1,29.000002,.079999998
092aa725d834c09b9feab15eb0842fc5@brchytx.com,High Fluency/Low Quality - Brachytix,17jan2023,0,8,.5
092edfc63ea42381027e0e6278a0be61@brchytx.com,High Fluency/High Quality - Brachytix,17jan2023,1,21.999998,.079999998
093ef925a2e0b8fc594e4c43814af7f8@brchytx.com,High Fluency/Low Quality - Brachytix,19jan2023,0,94,.82999998
093ef925a2e0b8fc594e4c43814af7f8@brchytx.com,High Fluency/Low Quality - Brachytix,17jan2023,1,26,.079999998
0954070321214e6d731c515aa435fdf9@brchytx.com,High Fluency/High Quality - Brachytix,16jan2023,1,0,0
095488afa95c0f37619763defdfc7aca@brchytx.com,Low Fluency/High Quality - Brachytix,17jan2023,1,10,.079999998
097152bdc561eed53f6e40fcd558761b@brchytx.com,Low Fluency/High Quality - Brachytix,16jan2023,1,0,0
097152bdc561eed53f6e40fcd558761b@brchytx.com,Low Fluency/High Quality - Brachytix,16jan2023,1,0,0
0978c55a2b92f77eeb6a5e1533383794@brchytx.com,Low Fluency/Low Quality - Brachytix,17jan2023,1,21,.079999998
099fab89e7440edafce0918f2ebbfda2@brchytx.com,High Fluency/High Quality - Brachytix,16jan2023,1,10,.079999998
09a8bd812857a1676f8239a495b886c9@brchytx.com,Low Fluency/High Quality - Brachytix,16jan2023,1,25,.079999998
09a8bd812857a1676f8239a495b886c9@brchytx.com,Low Fluency/High Quality - Brachytix,16jan2023,1,21.999998,.079999998
09ae992cf1fb87325c0e34ed35a56cfe@brchytx.com,High Fluency/Low Quality - Brachytix,17jan2023,0,278,1
09bc96609ad85ecadfa4e3889c125f80@brchytx.com,Low Fluency/High Quality - Brachytix,17jan2023,1,21,.079999998
09c8b0b6b842722ebaefe9c8582744c5@brchytx.com,Low Fluency/High Quality - Brachytix,16jan2023,1,21,.079999998
09cec119ae2b27b3e24166283a986492@brchytx.com,High Fluency/High Quality - Brachytix,21jan2023,0,203,.57999998
09f58ce37250395ad9fe984797ed0fa4@brchytx.com,High Fluency/High Quality - Brachytix,20jan2023,0,33,.5
09f58ce37250395ad9fe984797ed0fa4@brchytx.com,High Fluency/High Quality - Brachytix,21jan2023,0,61,1
0a0090b2dee7005c36ae42198c6e392f@brchytx.com,High Fluency/Low Quality - Brachytix,16jan2023,1,26,.079999998
0a1bef768a12e09da3fb21f80b4bfdc4@brchytx.com,Low Fluency/Low Quality - Brachytix,20jan2023,0,9,.25
0a1bef768a12e09da3fb21f80b4bfdc4@brchytx.com,Low Fluency/Low Quality - Brachytix,16jan2023,1,10,.079999998
0a21fd66597eb51765934b6194cab873@brchytx.com,High Fluency/Low Quality - Brachytix,16jan2023,1,21,.079999998
0a2f60cd2dda9ee9ed4dc8007c6c7175@brchytx.com,Low Fluency/Low Quality - Brachytix,17jan2023,0,35,.5
0a394a4c8773817800a0f4739b9aef44@brchytx.com,Low Fluency/Low Quality - Brachytix,16jan2023,1,21,.079999998
0a394a4c8773817800a0f4739b9aef44@brchytx.com,Low Fluency/Low Quality - Brachytix,18jan2023,0,78,.25
0a869fa13885e36093db5b853ac4b653@brchytx.com,High Fluency/Low Quality - Brachytix,16jan2023,1,21,.079999998
0aa22d75c3b10bc950f229bf4b19c635@brchytx.com,Low Fluency/Low Quality - Brachytix,19jan2023,0,100,.17
0aaa0317388060a85c4aa1c8798583db@brchytx.com,High Fluency/Low Quality - Brachytix,19jan2023,0,45,.5
0aaa0317388060a85c4aa1c8798583db@brchytx.com,High Fluency/Low Quality - Brachytix,16jan2023,1,26,.079999998
0aba2edb1d320ce4ba48aa049a3c03ba@brchytx.com,Low Fluency/High Quality - Brachytix,16jan2023,1,0,0
0ac5ce5879d10ab05013f8bcc670190c@brchytx.com,Low Fluency/Low Quality - Brachytix,16jan2023,1,0,0
0ac5ce5879d10ab05013f8bcc670190c@brchytx.com,Low Fluency/Low Quality - Brachytix,16jan2023,0,10,.079999998
0ac85086ae5c520038e113c242fe6b79@brchytx.com,High Fluency/Low Quality - Brachytix,16jan2023,1,10,.079999998
0acf921f2a1b853c3535145501d9a36b@brchytx.com,Low Fluency/High Quality - Brachytix,20jan2023,0,77,.57999998
0adb09254bf8c162519ebc43b1163be7@brchytx.com,High Fluency/High Quality - Brachytix,19jan2023,0,141,.67000002
0af051dbe37b0a32fad3eb90558bf4d8@brchytx.com,Low Fluency/High Quality - Brachytix,18jan2023,0,5,.5
