uuid,Investor type,hard_bounce,date_first_click,date_reply,positive,category
00d9e8dc1e1fec85127184ae8091dfa7@brchytx.com,Venture Capital,0,NA,NA,NA,NA
00da5e69c87388b67a06da20a7fc9260@brchytx.com,Angel,0,NA,NA,NA,NA
00dc112a92a7da0e877a240f9b5c3133@brchytx.com,Angel,0,NA,NA,NA,NA
00dc9f2af4b31d156e837944e78efcb8@brchytx.com,Angel,0,NA,NA,NA,NA
00dcfdf6b866f67075b3bad9361a8194@brchytx.com,Venture Capital,0,NA,NA,NA,NA
00dd5277e7ceb19be55e4015486ec114@brchytx.com,Venture Capital,0,NA,NA,NA,NA
00e3cd1734581424b642f3bf5e00474b@brchytx.com,Venture Capital,0,NA,NA,NA,NA
00ed01064da46734848906e2df0c68e0@brchytx.com,Angel,0,NA,NA,NA,NA
00ef97bcd26a7541a486b0fada01a324@brchytx.com,Venture Capital,0,NA,NA,NA,NA
00efd6da5a7dda60beb3add72cbc9cff@brchytx.com,Angel,0,2023-01-17,2023-01-17,1,more info/clarification
00f255100d580bcd295db37ba9915afb@brchytx.com,Angel,0,NA,NA,NA,NA
00f80eb11aa933a0d6deea7459c45979@brchytx.com,Angel,0,2023-01-17,NA,NA,NA
00f83753d2160a854cda2fd051a121d2@brchytx.com,Venture Capital,0,NA,NA,NA,NA
00f9124b373111bedd4dcdb819948ea1@brchytx.com,Venture Capital,0,NA,NA,NA,NA
00fc57d6e5d4c726d86d45c97bf4d243@brchytx.com,Venture Capital,0,NA,NA,NA,NA
00fd1c650db506dc55a76644f71acb2a@brchytx.com,Angel,0,NA,NA,NA,NA
00ff14bfc207e23ae88b5a3931d7e94d@brchytx.com,Venture Capital,0,NA,NA,NA,NA
0100381da7621a854a0f12bfcd94cb6c@brchytx.com,Venture Capital,0,NA,NA,NA,NA
0103f96386397773589a60f6b7a87cea@brchytx.com,Angel,0,NA,NA,NA,NA
010582bd924c5bd1103ff645049d3691@brchytx.com,Angel,0,NA,NA,NA,NA
01069c2e6f4c9da60e2489802fbd5c19@brchytx.com,Angel,0,NA,NA,NA,NA
0108d562f96b499c98f28bb0192c5d9a@brchytx.com,Venture Capital,0,NA,NA,NA,NA
01092258307a34a1105fc434eeaec4ce@brchytx.com,Angel,0,NA,NA,NA,NA
010a6162a1c2af266aac3abc2d16d22a@brchytx.com,Angel,0,NA,NA,NA,NA
0110cd2d98ae0b6ebf5f0dccc5f08914@brchytx.com,Venture Capital,0,NA,NA,NA,NA
01147a94fb3452645cd335957362e572@brchytx.com,Venture Capital,0,NA,NA,NA,NA
011a6cd462c3a89fe89a73703f9bfa16@brchytx.com,Venture Capital,0,NA,NA,NA,NA
01206c824e0e5fab6aa79bcfc89e6abc@brchytx.com,Venture Capital,0,NA,NA,NA,NA
0126112687ccce367b26c6eb2b1f012a@brchytx.com,Venture Capital,1,NA,NA,NA,NA
0128b213446aec38e9458ec01102ceb6@brchytx.com,Angel,0,NA,NA,NA,NA
01323b1c4a2d58b76d7a5c3e21fd6e89@brchytx.com,Venture Capital,0,NA,NA,NA,NA
0133bb59b12dc2f38fe95737b6c78ec1@brchytx.com,Angel,0,NA,NA,NA,NA
013b379941455cfee649797c4bdcaf83@brchytx.com,Venture Capital,0,NA,NA,NA,NA
0144acf43281f5dc482bb211f71bdf09@brchytx.com,Angel,0,NA,NA,NA,NA
01456b4b64d873bb6cfafebf07853034@brchytx.com,Venture Capital,0,NA,NA,NA,NA
014a67a367d714184c0c369b994a620b@brchytx.com,Angel,0,NA,NA,NA,NA
014d4b6a9e58f7c90bf34170e11c83a4@brchytx.com,Venture Capital,0,2023-01-18,2023-01-16,1,more info/clarification
014ed19caa23a589d5ef5d5193ba846e@brchytx.com,Angel,0,NA,NA,NA,NA
01512494be09b519b291b6b02bdbe650@brchytx.com,Angel,0,NA,NA,NA,NA
0159819f496a477040ae850357f7c781@brchytx.com,Angel,0,NA,NA,NA,NA
015b7e91dfe3c2bf996666c3d96e080b@brchytx.com,Venture Capital,0,NA,NA,NA,NA
015ee3c163409e6cd1a36ce18f993535@brchytx.com,Venture Capital,0,NA,NA,NA,NA
016887e2a2527b7fb5212a49d69fc513@brchytx.com,Angel,0,NA,NA,NA,NA
0168a01ed266ab4f19ead649e02a04b5@brchytx.com,Angel,0,NA,NA,NA,NA
016be7a669f9450d4fd6cb18a85cf457@brchytx.com,Angel,0,NA,NA,NA,NA
016e750afdbfd17a4f09c3197e7662b2@brchytx.com,Angel,0,NA,NA,NA,NA
016e9e169b48a75c2d1ab05f6220cbe8@brchytx.com,Angel,0,NA,NA,NA,NA
017595c250669f5f142a621b1ac42c0d@brchytx.com,Angel,0,2023-01-20,NA,NA,NA
017f8fe3600662ae694a7b4b8a2f7811@brchytx.com,Angel,0,2023-01-19,NA,NA,NA
018129e5c4ac2375fcbd19726020865d@brchytx.com,Angel,0,2023-01-19,NA,NA,NA
01876419e7b4d91176b894d1df314d00@brchytx.com,Venture Capital,0,NA,NA,NA,NA
0189bad443f26a65b62c2a4b7dcb31bc@brchytx.com,Angel,0,NA,NA,NA,NA
01918db33eebe0c1015740ea8d881e4c@brchytx.com,Angel,0,NA,NA,NA,NA
019494316a214fe15d9a6b2492914ded@brchytx.com,Venture Capital,0,NA,NA,NA,NA
019bdbff66ab84f866ece75564821446@brchytx.com,Angel,0,NA,NA,NA,NA
01a1524c5fce3b4b7c707c9c71f98bad@brchytx.com,Angel,0,2023-01-19,NA,NA,NA
01a7f93d61576c1034f6c1d97842d8db@brchytx.com,Angel,1,NA,NA,NA,NA
01b1da23e88abb950f382485638ddd64@brchytx.com,Venture Capital,0,2023-01-20,NA,NA,NA
01b8ff074f69da4a3df2db6c416936e1@brchytx.com,Angel,0,NA,NA,NA,NA
01b927ee8c1c6b688fd778856c253f00@brchytx.com,Venture Capital,0,NA,NA,NA,NA
01c56874832a89f7d560181e2a25785e@brchytx.com,Angel,1,NA,NA,NA,NA
01c8e311df3f004245b831985e5a93c0@brchytx.com,Angel,0,2023-01-20,NA,NA,NA
01cc4347eff299fa70eef017d1313758@brchytx.com,Venture Capital,0,2023-01-27,NA,NA,NA
01ce6f2bd5dbf28db819a150b6cebbb5@brchytx.com,Venture Capital,0,NA,NA,NA,NA
01ced0fced0fab9830c26a013c9c2ee0@brchytx.com,Venture Capital,0,NA,NA,NA,NA
01d19f5ac0f83e31bc07bd454868b4c4@brchytx.com,Venture Capital,0,2023-01-18,2023-01-18,1,more info/clarification
01d28557c38a6276328efaf749452563@brchytx.com,Venture Capital,0,2023-01-18,NA,NA,NA
01d5d74cb09d02307013940089bd99ad@brchytx.com,Venture Capital,0,NA,NA,NA,NA
01d9b14f51fff5d5cacea76ae0e0471b@brchytx.com,Angel,0,NA,NA,NA,NA
01dade2f4400cf608d1bebd854e03eff@brchytx.com,Venture Capital,0,NA,NA,NA,NA
01db6c900710676d4101f31e4501e6e6@brchytx.com,Angel,1,NA,NA,NA,NA
01e0e3eaff6be1350d8eee75cc1c4090@brchytx.com,Venture Capital,1,NA,NA,NA,NA
01e5f82337ab6a6b55080d4d38bf533b@brchytx.com,Venture Capital,0,NA,NA,NA,NA
01e8bebc0d8d92c71ce7dfa6144a6688@brchytx.com,Angel,1,NA,NA,NA,NA
01e90dbc807a900eb278cb33bfb19939@brchytx.com,Venture Capital,0,NA,NA,NA,NA
01eb21ff0e6119ed1ab7d40622e6358a@brchytx.com,Angel,1,NA,NA,NA,NA
01ec833e09822a0c62b405b0590cecb6@brchytx.com,Venture Capital,0,NA,NA,NA,NA
01fed683f699397e612eff029ac341cb@brchytx.com,Angel,0,NA,NA,NA,NA
0201dbebde797eb74776d00d52402e2e@brchytx.com,Venture Capital,0,NA,NA,NA,NA
0203fea8af3321c45ddbd0196d512713@brchytx.com,Angel,0,NA,NA,NA,NA
020616f4e4c2cd595a6168b9ff0a5a5f@brchytx.com,Venture Capital,0,NA,NA,NA,NA
020880523f4e3fb974251aeb9cfcdcd2@brchytx.com,Venture Capital,0,NA,NA,NA,NA
0208c6938694050122ea6823e1ca6555@brchytx.com,Venture Capital,0,NA,NA,NA,NA
020bf225ad04ace4e915cf0780dc700d@brchytx.com,Venture Capital,1,NA,NA,NA,NA
0210eba2375c5beab876f7286e60ce60@brchytx.com,Venture Capital,0,NA,NA,NA,NA
02122c1e9d25795afbdd0c4c64a243de@brchytx.com,Venture Capital,0,NA,NA,NA,NA
021be228080efa6430731963286e97d0@brchytx.com,Angel,0,2023-01-19,NA,NA,NA
02302f7081b6610d7164922d44cbbb2a@brchytx.com,Angel,0,NA,NA,NA,NA
0231c77a52d65847e2247a39337ddbc9@brchytx.com,Angel,0,NA,NA,NA,NA
023364b2a83dd66fb4fc1445112a7904@brchytx.com,Angel,0,NA,NA,NA,NA
0233865eba2977431a85f6fec5b76696@brchytx.com,Angel,1,NA,NA,NA,NA
02340b10cb70b89b986c1903579cbbc9@brchytx.com,Venture Capital,0,2023-01-19,NA,NA,NA
023531ad878a0a2c1446a4ef7b54940a@brchytx.com,Angel,0,2023-01-19,NA,NA,NA
0239d1ac1ac22cf7430d45de9297fe42@brchytx.com,Angel,0,NA,NA,NA,NA
023c7028b278b178806556f399603ed0@brchytx.com,Angel,0,2023-01-17,NA,NA,NA
023de41e51686b39288bdc5b9c2cc274@brchytx.com,Angel,0,NA,NA,NA,NA
023f4a7b30f3eb11ba068d7d94feaa87@brchytx.com,Venture Capital,0,NA,NA,NA,NA
02414db961fe3a8026aaec03c0214b5c@brchytx.com,Angel,0,NA,NA,NA,NA
0241cde75bd5b9afa84f91e0bc355d90@brchytx.com,Venture Capital,0,NA,NA,NA,NA
0246e4b74fb0cddc1990b4fb74bf3337@brchytx.com,Angel,0,NA,NA,NA,NA
0247fe5205226201f8fcc0847450ee75@brchytx.com,Angel,0,NA,NA,NA,NA
024c9d10d4f5d931823aff5c0f7fa86f@brchytx.com,Venture Capital,0,NA,NA,NA,NA
024f48db5ef554bd9cbd68fea776dd68@brchytx.com,Venture Capital,0,NA,NA,NA,NA
0250728c3fa31b40bd356f9b1f94841b@brchytx.com,Angel,0,NA,NA,NA,NA
0253901b9298f518aa7280b05b04bf3d@brchytx.com,Venture Capital,1,NA,NA,NA,NA
026010dc4f235b7dbefa0c0b69c5f930@brchytx.com,Venture Capital,0,NA,NA,NA,NA
0261b339cdbed8ec9f79ece6393a2b33@brchytx.com,Angel,0,NA,NA,NA,NA
02631d8aad4c35df4e38570b35c0d796@brchytx.com,Angel,0,NA,NA,NA,NA
02664ab8dfd9282783d6f4525660808a@brchytx.com,Venture Capital,0,NA,NA,NA,NA
02686bb3ae230b48f5ff70360632c0f6@brchytx.com,Angel,0,NA,NA,NA,NA
026ede40686fd288d8f3a0e98899133d@brchytx.com,Angel,0,2023-01-19,NA,NA,NA
026f7070baa07e00445cd4cd9816e951@brchytx.com,Venture Capital,0,NA,NA,NA,NA
026f7209b3ef55089f1999d742b7f834@brchytx.com,Angel,0,NA,NA,NA,NA
027931098855e3578e65c815d22e2569@brchytx.com,Venture Capital,0,NA,NA,NA,NA
027e5a9baa308903dc0f4da88b1b1abb@brchytx.com,Venture Capital,0,NA,NA,NA,NA
027f8cd4535e75078699eb182cb1b8ec@brchytx.com,Venture Capital,0,NA,NA,NA,NA
02907f58ad87b036ed756274d3b12bc0@brchytx.com,Angel,1,NA,NA,NA,NA
0294768f021e8fb79fe83815c68bb5d7@brchytx.com,Angel,0,NA,NA,NA,NA
029a9c4b5e019f20ad2328065f89c35d@brchytx.com,Angel,0,2023-01-20,NA,NA,NA
029c2a1b6a4db19ca51707e158041034@brchytx.com,Angel,0,NA,NA,NA,NA
02a6d77129c63821985dcc9f57c74638@brchytx.com,Angel,1,NA,NA,NA,NA
02a78555eb55e800a4aa3262ab0867df@brchytx.com,Angel,0,NA,NA,NA,NA
02b0c5598d6354f5278a66a736c154e5@brchytx.com,Angel,0,NA,NA,NA,NA
02b2fbf3d6231523f18cce5d9812d4b3@brchytx.com,Venture Capital,0,NA,NA,NA,NA
02b810d8f8b7fbdccdf13a21bc37cfd5@brchytx.com,Venture Capital,0,2023-01-18,2023-01-29,1,more info/clarification
02b9b9dce3e43e3fec449d10e9728475@brchytx.com,Angel,0,NA,NA,NA,NA
02ba6d9ce3ab140a2d001d35a1142c49@brchytx.com,Venture Capital,0,NA,NA,NA,NA
02bbdbc6873b110a8ea2bb5230cb63b7@brchytx.com,Angel,0,NA,NA,NA,NA
02bfebd2d507c5ceb291eabd1580f9f2@brchytx.com,Venture Capital,0,NA,NA,NA,NA
02c232805aedad49abe00ab1eb8a07eb@brchytx.com,Angel,0,NA,NA,NA,NA
02c5d86fc5c54df7c2077e5f0b5fae56@brchytx.com,Angel,0,NA,NA,NA,NA
02cbd703ccbe883c2a23a424b0a6620c@brchytx.com,Angel,0,2023-01-19,2023-01-20,1,more info/clarification
02cc26a5bdfe583776ae432bf52d072d@brchytx.com,Angel,1,NA,NA,NA,NA
02ce4189e1bbc5966d39c67b7fc2c4b1@brchytx.com,Venture Capital,0,NA,NA,NA,NA
02d7e0925f3fab30b0eadeb9396e3c77@brchytx.com,Angel,0,NA,NA,NA,NA
02da658843868d453c1b22369452436b@brchytx.com,Venture Capital,0,NA,NA,NA,NA
02de9b815443e8858fcbdc71a8888696@brchytx.com,Angel,0,NA,NA,NA,NA
02e63cc8882e162100108122cce4d176@brchytx.com,Angel,0,NA,NA,NA,NA
02eca625d59b8ea795d9d59d4c891317@brchytx.com,Angel,0,NA,NA,NA,NA
02f4fa4afc1f4784bd775466812f012c@brchytx.com,Angel,0,NA,NA,NA,NA
02f77b9f81fd66606db6f7b92e2479b3@brchytx.com,Venture Capital,0,NA,NA,NA,NA
02f95d240b2d21260fd11808e33be48e@brchytx.com,Venture Capital,0,NA,NA,NA,NA
0308f56d20e870d40ec9706667910c11@brchytx.com,Angel,0,NA,NA,NA,NA
0313878612b169a8761fd5b87ef5f1f6@brchytx.com,Venture Capital,0,NA,NA,NA,NA
03161e2c9f20c370f35bc154ce13e216@brchytx.com,Venture Capital,0,NA,NA,NA,NA
0318df0baec9b55bfac941681d925c03@brchytx.com,Venture Capital,0,NA,NA,NA,NA
03194e97b7e1dcf38daae2a1cb82cb9d@brchytx.com,Venture Capital,0,NA,NA,NA,NA
03254f780787b589ee036175a72a48fd@brchytx.com,Angel,0,NA,NA,NA,NA
03267e188ac5d50b32c751639dfdb34d@brchytx.com,Angel,0,NA,NA,NA,NA
0328536c7e43e288f39275315b96c695@brchytx.com,Angel,0,NA,NA,NA,NA
0329bf023c1618131cdf249d6da514fe@brchytx.com,Angel,0,NA,NA,NA,NA
032a7aadbe2ae487316fa54169a4d2b3@brchytx.com,Angel,0,NA,NA,NA,NA
032fd122fec8597f57fbe6f60417e215@brchytx.com,Angel,0,NA,NA,NA,NA
033233a61778802b5528f67df01f387c@brchytx.com,Angel,0,2023-01-18,2023-01-25,1,more info/clarification
0334ccdae2cde55be7cffb8b5387790c@brchytx.com,Venture Capital,0,NA,NA,NA,NA
033892438fb0208cd6b35aff5a32dc9e@brchytx.com,Angel,0,NA,NA,NA,NA
033d10d02d3d9b27632b3c72fdc484f0@brchytx.com,Angel,0,NA,NA,NA,NA
033e1d40cdabde66e7d9084a07a1fc57@brchytx.com,Venture Capital,0,NA,NA,NA,NA
0342119a61fc85a9f43582eaa48fb70e@brchytx.com,Venture Capital,1,NA,NA,NA,NA
0342e21eabf2259048dc804ce928a86b@brchytx.com,Angel,0,NA,NA,NA,NA
03431e6be8df090a1c7e8ceb2616a42c@brchytx.com,Venture Capital,1,NA,NA,NA,NA
03526a7e1d1cb40134d46f0e858a0cea@brchytx.com,Angel,0,2023-01-20,2023-01-20,1,more info/clarification
0352c7d5ea6ba81feb847c30e81dd17c@brchytx.com,Angel,0,NA,NA,NA,NA
03534483b2293f47b77c2123f8edf10a@brchytx.com,Angel,0,NA,NA,NA,NA
03575a0ddca7d88aa464b36317a40410@brchytx.com,Angel,0,NA,NA,NA,NA
0359d3b33201e0ebc6b49d97a2aa29e8@brchytx.com,Venture Capital,0,NA,NA,NA,NA
035b973d773bbdc6b2db366be14225a1@brchytx.com,Angel,0,NA,NA,NA,NA
035e20bf83a8a273220391944aeae674@brchytx.com,Angel,1,NA,NA,NA,NA
0361a7f4bc84481c27b30a1f530c6a12@brchytx.com,Angel,0,NA,NA,NA,NA
03628e01e1e3484b6def795a53c2d793@brchytx.com,Venture Capital,0,NA,NA,NA,NA
0368309c07f7bbb282f884440f8c019b@brchytx.com,Angel,0,2023-01-17,2023-01-19,1,more info/clarification
036977981dadf72b9455802d8279a9b5@brchytx.com,Angel,0,2023-01-20,2023-01-25,1,more info/clarification
037272d740560991eefeea17d7c3c131@brchytx.com,Venture Capital,0,2023-01-18,NA,NA,NA
037c395144c96856bc7df9baf7f9b511@brchytx.com,Angel,0,NA,NA,NA,NA
038098329769e95cef7ee86634169e85@brchytx.com,Angel,0,NA,NA,NA,NA
0389865414b55c9cf61311e73ed8aedb@brchytx.com,Angel,0,NA,NA,NA,NA
0397bb0281eb1cf4616e8db623b461fc@brchytx.com,Venture Capital,0,NA,NA,NA,NA
039d161593ee9718db5710d1f014e1f9@brchytx.com,Venture Capital,0,2023-01-17,NA,NA,NA
039f3370fa6156047565a7285269a690@brchytx.com,Venture Capital,0,2023-01-20,NA,NA,NA
03a5291fe52268d464e33481dd89407d@brchytx.com,Venture Capital,0,NA,NA,NA,NA
03a627aebd9e231b51f19c0eb968a6f9@brchytx.com,Angel,0,NA,NA,NA,NA
03a6dfb1afc1f6a6422e88e3bb125ee7@brchytx.com,Venture Capital,0,NA,NA,NA,NA
03ab1109a369be63b920b38257c01eb1@brchytx.com,Angel,0,NA,NA,NA,NA
03add88bc1a3377e9651fe8b9de1fe59@brchytx.com,Angel,0,NA,NA,NA,NA
03ae60d116634cccb91fe409da25fed9@brchytx.com,Angel,1,NA,NA,NA,NA
03aea26a0a2afe54e47511254ad91ce9@brchytx.com,Venture Capital,0,2023-01-17,2023-01-24,1,more info/clarification
03b2d42b38bce8de45a2e7eff3fdb93d@brchytx.com,Venture Capital,0,NA,NA,NA,NA
03b4a0f7246769330de435729788fa1b@brchytx.com,Angel,0,NA,NA,NA,NA
03b63389a1eab6e578b71be9d2b8a05a@brchytx.com,Angel,0,NA,NA,NA,NA
03b69671032b424348d4d642d860a0c7@brchytx.com,Angel,0,NA,NA,NA,NA
03ba4330cbd190c507971198f34f0e0b@brchytx.com,Venture Capital,0,NA,NA,NA,NA
03bee542b3fe8ac0dc144af8e0fe6b89@brchytx.com,Angel,0,NA,NA,NA,NA
03c368e547ad44be675da2861f86abf3@brchytx.com,Angel,0,NA,NA,NA,NA
03c69bf8813d34f48e497439835fa19d@brchytx.com,Venture Capital,0,NA,NA,NA,NA
03ccd713bd2d054ff43e241eb827b2ab@brchytx.com,Angel,0,NA,NA,NA,NA
03d42927263a676f1b9d84e732c86ea1@brchytx.com,Angel,0,NA,NA,NA,NA
03d6f9d29df7666dfab1a5615657bb85@brchytx.com,Angel,1,NA,NA,NA,NA
03d9d94c88db5fc984a11cbf46bac852@brchytx.com,Angel,0,NA,NA,NA,NA
03dc9752e26d2c13b3e03a2bb0ded98e@brchytx.com,Venture Capital,0,NA,NA,NA,NA
03df53deb961297de0574ebbb2f4afbb@brchytx.com,Angel,1,NA,NA,NA,NA
03e0a55ec2aafa63b431f13b55e1fefb@brchytx.com,Angel,0,NA,NA,NA,NA
03e2f5a56727d2cee981a805698608a6@brchytx.com,Venture Capital,0,2023-01-19,2023-01-16,1,more info/clarification
03e4baefc750e278c0f6642081782d6b@brchytx.com,Angel,0,NA,NA,NA,NA
03e758062446e48080b48f293c069eda@brchytx.com,Angel,0,NA,NA,NA,NA
03f1d84de0073f50094e505158726f29@brchytx.com,Angel,0,NA,NA,NA,NA
03f81972716ec0ea9bf844d4ba3f2ae9@brchytx.com,Venture Capital,0,NA,NA,NA,NA
0402e38fc16c62a1182b90033c84d841@brchytx.com,Venture Capital,0,NA,NA,NA,NA
04037ed2ca9bd128198aaec82291c349@brchytx.com,Angel,0,NA,NA,NA,NA
0404684ff063b5514b4eee113bad66c8@brchytx.com,Angel,1,NA,NA,NA,NA
0412fac8df1748615ea38ee8f6e32d86@brchytx.com,Angel,0,NA,NA,NA,NA
041469fda2308cd278d0ff5853e7dac2@brchytx.com,Angel,0,2023-01-17,2023-01-17,1,more info/clarification
041d48b0b64cc71a10436c0c0905da70@brchytx.com,Venture Capital,0,NA,NA,NA,NA
041fd9140b670bb55aed60ee5c3bf294@brchytx.com,Angel,0,NA,NA,NA,NA
04212b98d75ec3bc0b6b55f0503bd315@brchytx.com,Angel,0,NA,NA,NA,NA
04224c86c0574157c1574594c3a9db56@brchytx.com,Venture Capital,0,NA,NA,NA,NA
04323e353d19a41c21a1ffaf3985cf3c@brchytx.com,Angel,0,NA,NA,NA,NA
0434c8827639c21906336ffd2f215749@brchytx.com,Angel,0,NA,NA,NA,NA
043739e905958f77ebd841113643dd55@brchytx.com,Venture Capital,0,2023-01-19,2023-01-19,1,more info/clarification
04383ed876000659a6871defbdf41b83@brchytx.com,Angel,0,NA,NA,NA,NA
043c9513a4a58a25d3cd1a704901fe7b@brchytx.com,Angel,0,2023-01-20,2023-01-24,1,more info/clarification
043d5e95cf1b40ae965dae1cf6f433d0@brchytx.com,Venture Capital,0,NA,NA,NA,NA
043e396775ff6fbb2c066623f23d48b0@brchytx.com,Venture Capital,0,NA,NA,NA,NA
044141dedf1fb2484d9ee241392ab6a2@brchytx.com,Angel,0,2023-01-18,NA,NA,NA
044af95a0c0a7820bddb13bdbcae67ec@brchytx.com,Venture Capital,0,NA,NA,NA,NA
044ba9e61095d5dd135f1f8861d5b06e@brchytx.com,Angel,0,NA,NA,NA,NA
044ff0a5d2714c9e781d5d21e63f3919@brchytx.com,Angel,0,NA,NA,NA,NA
045bcc27103a5f7b2ee5f21b803edc7c@brchytx.com,Angel,0,NA,NA,NA,NA
045dec46f541f2437c9dfcb5b14be81c@brchytx.com,Angel,1,NA,NA,NA,NA
045e3b0dc75571a5ab8eaf087b4bfbc9@brchytx.com,Venture Capital,0,NA,NA,NA,NA
046c42aedc7c0e03d340b6ab9dc0ac58@brchytx.com,Angel,0,NA,NA,NA,NA
0472b28628319cfd5c3062cdbc1553d9@brchytx.com,Venture Capital,0,2023-01-18,NA,NA,NA
04754de3d4d6158ebe688522e512ec36@brchytx.com,Venture Capital,0,2023-01-20,NA,NA,NA
0475fd45c1a25b6111942ddb226de12f@brchytx.com,Venture Capital,0,2023-01-16,2023-01-16,1,more info/clarification
04772a6537ef37899bdcd2728c7dbc7f@brchytx.com,Angel,0,NA,NA,NA,NA
0486f408c857bf6c9e73d6a9f2a75227@brchytx.com,Angel,0,NA,NA,NA,NA
04895124f3ca774777a46b765f2ba492@brchytx.com,Venture Capital,0,NA,NA,NA,NA
048ec6febf1a246611838a0484853f19@brchytx.com,Angel,0,NA,NA,NA,NA
0499486347b91b28a8ecb057faf9b240@brchytx.com,Angel,0,2023-01-20,NA,NA,NA
049cc63d8f4c6969487b5f0d5786ac89@brchytx.com,Angel,0,NA,NA,NA,NA
