duration,completion,fluency_condition,quality_condition,ID
1.6203703703703e-4,0.079999998,low,high,315
5.6712962962963e-4,0.82999998,low,high,313
0.00111111111111111,1,low,high,310
6.3657407407407e-4,0.57999998,low,high,308
0,0,low,high,161
1.15740740740741e-5,0.079999998,low,high,306
0.0031712962962963,0.92000002,low,high,294
3.47222222222222e-5,0.079999998,low,high,307
0.00322916666666667,1,low,high,289
0.00494212962962963,1,low,high,280
0.00474537037037037,1,low,high,276
6.0185185185185e-4,1,low,high,258
0.00513888888888889,0.5,low,high,259
6.0185185185185e-4,0.5,low,high,256
7.2916666666666e-4,0.82999998,low,high,260
0.00228009259259259,1,low,high,249
0.00290509259259259,1,low,high,253
0.00210648148148148,1,low,high,242
0.00918981481481481,1,low,high,285
0.0021875,1,low,high,229
3.5879629629629e-4,1,low,high,210
0.00283564814814815,1,low,high,215
3.4722222222222e-4,1,low,high,198
9.1435185185185e-4,1,low,high,206
0.00194444444444444,0.57999998,low,high,246
0.00166666666666667,1,low,high,208
0.00137731481481481,1,low,high,200
7.2916666666666e-4,1,low,high,189
0.00386574074074074,1,low,high,199
0.00372685185185185,1,low,high,186
0.00184027777777778,1,low,high,176
0.00586805555555555,1,low,high,184
0.0031712962962963,1,low,high,170
0.071087962962963,0.079999998,low,high,284
0.00262731481481481,1,low,high,160
0.00173611111111111,1,low,high,164
0.0019212962962963,1,low,high,153
0.00306712962962963,1,low,high,145
0.00135416666666667,1,low,high,135
0.00309027777777778,0.57999998,low,high,138
2.31481481481481e-5,0.25,low,high,131
7.5231481481481e-4,1,low,high,126
0.00188657407407407,1,low,high,130
0.00141203703703704,0.41999999,low,high,255
8.449074074074e-4,1,low,high,121
0.00162037037037037,1,low,high,116
0.0018287037037037,1,low,high,102
0,0,low,high,50
0.00133101851851852,1,low,high,96
3.47222222222222e-5,0.92000002,low,high,97
0.00329861111111111,1,low,high,87
0.00167824074074074,1,low,high,78
0.00104166666666667,1,low,high,79
0.00228009259259259,1,low,high,70
0.005,1,low,high,71
0.00181712962962963,0.92000002,low,high,77
1.2731481481481e-4,1,low,high,72
0.00134259259259259,1,low,high,68
2.31481481481481e-5,0.92000002,low,high,65
0.0031712962962963,1,low,high,62
0.00171296296296296,1,low,high,64
0.00193287037037037,1,low,high,61
7.9861111111111e-4,0.57999998,low,high,161
0.00347222222222222,1,low,high,63
0.00920138888888889,1,low,high,50
0.00356481481481482,1,low,high,49
0.00116898148148148,1,low,high,36
2.7777777777777e-4,0.33000001,low,high,35
0.00152777777777778,1,low,high,34
8.7962962962963e-4,1,low,high,30
6.94444444444444e-5,0.17,low,high,134
9.9537037037037e-4,1,low,high,14
2.0833333333333e-4,0.92000002,low,high,13
0.00141203703703704,1,low,high,10
0.00563657407407407,1,low,high,9
0.00202546296296296,1,low,high,7
0.00319444444444444,1,low,high,4
0.00101851851851852,1,high,low,312
0.00368055555555556,1,high,low,314
0.00138888888888889,1,high,low,298
0.00164351851851852,1,high,low,287
0.00112268518518519,1,high,low,278
0.00105324074074074,1,high,low,272
0.00331018518518519,1,high,low,283
5.0925925925925e-4,1,high,low,263
0.0030787037037037,1,high,low,266
0.00247685185185185,1,high,low,264
6.5972222222222e-4,0.92000002,high,low,252
0.00122685185185185,1,high,low,262
9.9537037037037e-4,1,high,low,247
0.00159722222222222,0.92000002,high,low,248
0.0145833333333333,1,high,low,275
0.00490740740740741,1,high,low,244
0.00336805555555556,1,high,low,245
1.2731481481481e-4,0.33000001,high,low,226
5.2083333333333e-4,1,high,low,301
0.0049537037037037,1,high,low,232
0.00190972222222222,1,high,low,217
2.199074074074e-4,1,high,low,205
0.00228009259259259,1,high,low,213
0.00362268518518519,1,high,low,225
0.00295138888888889,1,high,low,214
0.00208333333333333,1,high,low,193
0.00304398148148148,1,high,low,197
5.2083333333333e-4,1,high,low,192
1.5046296296296e-4,0.25,high,low,292
0.0021412037037037,1,high,low,178
2.7777777777777e-4,1,high,low,171
0.00262731481481481,1,high,low,167
1.1574074074074e-4,0.92000002,high,low,150
0.00259259259259259,1,high,low,155
0.00230324074074074,1,high,low,151
6.94444444444444e-5,0.92000002,high,low,127
0.00128472222222222,1,high,low,120
0.0053125,1,high,low,118
0.00135416666666667,1,high,low,117
0.00283564814814815,1,high,low,112
0.00503472222222222,1,high,low,109
0.00179398148148148,1,high,low,103
0.00103009259259259,1,high,low,105
0.00133101851851852,1,high,low,99
0.00306712962962963,1,high,low,81
0.00553240740740741,1,high,low,92
0.00347222222222222,1,high,low,75
0.00436342592592593,1,high,low,85
0.00199074074074074,0.92000002,high,low,82
1.7361111111111e-4,0.92000002,high,low,69
1.9675925925925e-4,1,high,low,59
8.912037037037e-4,1,high,low,66
0.00228009259259259,1,high,low,60
0.00177083333333333,1,high,low,51
0.00634259259259259,1,high,low,52
9.25925925925926e-5,1,high,low,41
0.00180555555555556,1,high,low,42
0.00273148148148148,1,high,low,38
0.00133101851851852,1,high,low,29
5.787037037037e-4,1,high,low,27
3.47222222222222e-5,0.92000002,high,low,32
0.0016087962962963,1,high,low,23
1.7361111111111e-4,0.17,high,low,43
0.00106481481481481,1,high,low,12
0.00113425925925926,1,high,low,8
0.00211805555555556,1,high,low,11
0.00717592592592593,1,high,low,19
0.00170138888888889,1,high,low,3
1.9675925925925e-4,0.92000002,high,low,1
0.00135416666666667,1,high,low,2
