duration,completion,fluency_condition,quality_condition,ID
0.00122685185185185,1,high,low,19
1.0416666666666e-4,0.17,high,low,9
0.00547453703703704,1,high,low,7
0.00144675925925926,1,high,low,5
7.1759259259259e-4,1,high,low,2
0.0022337962962963,1,high,low,4
2.7777777777777e-4,0.25,low,low,305
6.4814814814814e-4,1,low,low,306
5.4398148148148e-4,1,low,low,303
0.00165509259259259,1,low,low,299
0.00230324074074074,1,low,low,290
2.31481481481481e-5,0.079999998,low,low,314
0.00291666666666667,1,low,low,286
1.9675925925925e-4,0.67000002,low,low,273
0.00171296296296296,1,low,low,276
1.2731481481481e-4,0.25,low,low,316
0.00636574074074074,1,low,low,284
6.94444444444444e-5,0.92000002,low,low,314
2.5462962962963e-4,0.41999999,low,low,255
0.00136574074074074,1,low,low,260
2.4305555555555e-4,0.75,low,low,247
0.00202546296296296,1,low,low,265
0.00180555555555556,1,low,low,251
0.00171296296296296,1,low,low,248
0.00266203703703704,1,low,low,240
0.00435185185185185,1,low,low,246
0.00172453703703704,0.17,low,low,215
1.0416666666666e-4,0.25,low,low,211
4.0509259259259e-4,1,low,low,224
0.00277777777777778,1,low,low,212
3.3564814814814e-4,0.75,low,low,200
7.4074074074074e-4,1,low,low,194
6.0185185185185e-4,1,low,low,190
8.1018518518518e-4,0.82999998,low,low,183
0.00226851851851852,1,low,low,187
3.47222222222222e-5,0.079999998,low,low,289
4.8611111111111e-4,0.17,low,low,171
0.00140046296296296,1,low,low,172
0.00277777777777778,1,low,low,175
0.00329861111111111,1,low,low,167
0.0012962962962963,0.41999999,low,low,156
0.00158564814814815,0.92000002,low,low,159
7.6388888888888e-4,1,low,low,145
0.0012037037037037,1,low,low,139
0.00244212962962963,1,low,low,147
0.00302083333333333,1,low,low,141
1.9675925925925e-4,0.5,low,low,136
0.00105324074074074,1,low,low,124
0.00173611111111111,1,low,low,128
0.0012037037037037,1,low,low,114
6.9444444444444e-4,0.75,low,low,112
0.003125,1,low,low,110
0.00188657407407407,1,low,low,102
0.00116898148148148,1,low,low,96
0.00123842592592593,1,low,low,88
0.00644675925925926,1,low,low,100
0.00142361111111111,1,low,low,84
0.00458333333333333,1,low,low,87
7.9861111111111e-4,1,low,low,76
0.00207175925925926,1,low,low,81
8.5648148148148e-4,0.92000002,low,low,65
3.125e-4,0.92000002,low,low,54
0.00582175925925926,1,low,low,57
4.62962962962963e-5,0.92000002,low,low,47
9.1435185185185e-4,1,low,low,44
9.2592592592592e-4,1,low,low,45
6.8287037037037e-4,1,low,low,30
0.00405092592592593,1,low,low,40
4.0509259259259e-4,1,low,low,24
0.0019212962962963,1,low,low,32
0.00280092592592593,1,low,low,31
5.324074074074e-4,1,low,low,15
0.0068287037037037,1,low,low,18
0.00113425925925926,1,low,low,23
2.7777777777777e-4,0.75,low,low,14
0.00165509259259259,0.92000002,low,low,21
0.00354166666666667,1,low,low,13
0.00133101851851852,1,low,low,3
0.00115740740740741,1,high,high,311
5.5555555555555e-4,1,high,high,300
6.9444444444444e-4,1,high,high,318
6.25e-4,0.5,high,high,304
0.00138888888888889,1,high,high,297
8.912037037037e-4,1,high,high,292
0.00354166666666667,1,high,high,282
0.00291666666666667,1,high,high,280
0.00143518518518519,1,high,high,281
5.78703703703704e-5,0.92000002,high,high,279
0.00375,1,high,high,269
0.00162037037037037,1,high,high,264
5.6712962962963e-4,0.75,high,high,252
0.00201388888888889,1,high,high,258
0.00216435185185185,1,high,high,254
8.7962962962963e-4,1,high,high,243
1.6203703703703e-4,0.57999998,high,high,234
4.5138888888888e-4,0.33000001,high,high,307
4.62962962962963e-5,1,high,high,232
6.8287037037037e-4,1,high,high,222
0.00356481481481482,0.92000002,high,high,241
0.00127314814814815,0.82999998,high,high,223
0.00261574074074074,1,high,high,237
0.00174768518518519,1,high,high,218
1.3888888888888e-4,0.33000001,high,high,210
0.00172453703703704,1,high,high,208
0.00150462962962963,1,high,high,198
8.449074074074e-4,0.41999999,high,high,196
2.199074074074e-4,0.079999998,high,high,195
0.00140046296296296,1,high,high,193
0.00299768518518518,1,high,high,192
7.7546296296296e-4,1,high,high,180
0.00271990740740741,1,high,high,191
0.00135416666666667,1,high,high,181
0.0025,1,high,high,182
0.00243055555555556,1,high,high,177
0.00121527777777778,1,high,high,173
0.00416666666666667,1,high,high,170
0.00583333333333333,1,high,high,174
0.00239583333333333,1,high,high,164
4.62962962962963e-5,0.92000002,high,high,158
9.6064814814814e-4,1,high,high,154
0.00123842592592593,1,high,high,142
0.00149305555555556,1,high,high,146
0.00340277777777778,1,high,high,151
0.00142361111111111,0.92000002,high,high,169
1.1574074074074e-4,0.25,high,high,257
3.7037037037037e-4,1,high,high,123
4.5138888888888e-4,1,high,high,120
0.00135416666666667,1,high,high,117
0.00113425925925926,1,high,high,113
9.0277777777777e-4,1,high,high,231
0.00244212962962963,1,high,high,111
0.00155092592592593,1,high,high,101
8.7962962962963e-4,1,high,high,99
0.00197916666666667,1,high,high,105
0.00229166666666667,1,high,high,106
3.47222222222222e-5,0.92000002,high,high,93
6.1342592592592e-4,0.75,high,high,92
0.00326388888888889,1,high,high,90
2.8935185185185e-4,1,high,high,82
0.0022337962962963,1,high,high,86
4.8611111111111e-4,0.82999998,high,high,80
0.00209490740740741,1,high,high,83
0.00108796296296296,1,high,high,71
0.00153935185185185,1,high,high,74
0.00112268518518519,1,high,high,78
0.00167824074074074,1,high,high,69
0.00155092592592593,1,high,high,63
1.6203703703703e-4,0.25,high,high,50
0.00673611111111111,1,high,high,72
0.00103009259259259,1,high,high,51
0.00131944444444444,1,high,high,52
0.00130787037037037,1,high,high,43
0.00543981481481481,1,high,high,46
9.25925925925926e-5,0.25,high,high,36
0.00430555555555556,1,high,high,41
0.00545138888888889,1,high,high,28
0.00175925925925926,1,high,high,27
0.00164351851851852,1,high,high,25
9.9537037037037e-4,1,high,high,22
0.00313657407407407,1,high,high,16
0.00118055555555556,1,high,high,8
0.00667824074074074,1,high,high,11
0.0033912037037037,1,high,high,6
2.4305555555555e-4,1,low,high,308
0.00118055555555556,1,low,high,312
0.00179398148148148,1,low,high,310
0.00210648148148148,1,low,high,285
2.4305555555555e-4,1,low,high,275
0.00159722222222222,1,low,high,271
0.00637731481481481,1,low,high,272
0.00128472222222222,1,low,high,263
0.00166666666666667,1,low,high,266
1.9675925925925e-4,0.82999998,low,high,262
2.8935185185185e-4,0.82999998,low,high,259
0.00280092592592593,1,low,high,249
0.00128472222222222,1,low,high,236
4.5138888888888e-4,0.25,low,high,230
0.00392361111111111,1,low,high,227
5.2083333333333e-4,1,low,high,213
3.47222222222222e-5,0.92000002,low,high,221
0.00209490740740741,1,low,high,217
2.3148148148148e-4,0.5,low,high,204
0.00262731481481481,0.17,low,high,209
0.00267361111111111,1,low,high,219
7.5231481481481e-4,0.25,low,high,203
2.199074074074e-4,0.41999999,low,high,157
0.00168981481481481,1,low,high,199
0.00152777777777778,1,low,high,188
0.00166666666666667,1,low,high,166
6.25e-4,1,low,high,161
0.0062037037037037,1,low,high,165
2.3148148148148e-4,1,low,high,149
0.00163194444444444,1,low,high,148
0.00173611111111111,1,low,high,143
1.3888888888888e-4,0.57999998,low,high,137
0.00334490740740741,1,low,high,135
2.8935185185185e-4,0.82999998,low,high,131
0.00199074074074074,1,low,high,134
0.00106481481481481,0.67000002,low,high,130
0.00116898148148148,1,low,high,129
0.00125,1,low,high,125
0.0027662037037037,1,low,high,122
0.00292824074074074,1,low,high,118
9.0277777777777e-4,1,low,high,103
0.00171296296296296,1,low,high,107
0.00689814814814815,1,low,high,108
0.00256944444444444,1,low,high,104
7.5231481481481e-4,1,low,high,89
0.00204861111111111,1,low,high,85
1.8518518518518e-4,0.5,low,high,73
0.00142361111111111,0.5,low,high,68
0.00112268518518519,1,low,high,70
5.2083333333333e-4,1,low,high,62
0.00537037037037037,1,low,high,75
0.00100694444444444,1,low,high,60
0.0021875,1,low,high,56
0.00252314814814815,0.5,low,high,157
0.00130787037037037,0.92000002,low,high,53
0.00125,1,low,high,48
0.00104166666666667,1,low,high,39
0.00606481481481481,1,low,high,126
0.00219907407407407,1,low,high,37
0.00240740740740741,1,low,high,34
0.00569444444444444,1,low,high,33
4.7453703703703e-4,1,low,high,17
7.6388888888888e-4,0.92000002,low,high,12
0.00153935185185185,1,low,high,10
0.0153703703703704,1,low,high,20
0.00290509259259259,1,low,high,1
